author,review_text,review_rating,datetime,review_link
Defrian Hidayat,"Adem adem sejuk, disekitar sarangan banyak penjual",5,01/21/2023 08:25:42,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCd2RYMThnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBwdX18gE%7CCgwIhsOungYQ2LruxwE%7C?hl=id
Wiku Adikrishna,"Nice place to visit with your family. Visited in 2018 and wish to visit again some day.
Beautiful scenery surrounding the lake, fresh air, delicious rabbit satay, horse riding, and many more attractions.

(Diterjemahkan oleh Google)
Tempat yang bagus untuk dikunjungi bersama keluarga Anda. Dikunjungi pada tahun 2018 dan ingin berkunjung lagi suatu hari nanti.
Pemandangan indah mengelilingi danau, udara segar, sate kelinci yang lezat, menunggang kuda, dan masih banyak atraksi lainnya.",5,01/21/2023 08:06:12,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCd2JuaG1nRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBwbnhmgE%7CCgwI9LmungYQ-JPM6AE%7C?hl=id
Najib Barlian,,5,01/21/2023 01:58:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCZ1pXM3BRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBgZW3pQE%7CCgwIqI2tngYQoJvP7gE%7C?hl=id
Rio Saktimandraguna,,5,01/20/2023 11:22:16,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCM3FLcVhBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB3qKqXA%7CCgsI6PKpngYQ2P_Zcw%7C?hl=id
Rere Putri,"Bagus tempatnya, bisa naik speedboat 80k 1 perahu bisa diisi 4 orang @putaran, tapi jalannya cepet banget. Ada juga perahu bebek kayuh 50k 1nya. disini juga ada pasar yang murah murah menjual sayur mayur, penjual tanaman keliling juga murah (ditawar dulu), ada juga sate kelinci yang enak, naik kuda keliling lake juga bisa.",5,01/20/2023 01:11:42,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCN3M3c2F3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB7s7saw%7CCgwIztSnngYQuNKAqwI%7C?hl=id
flo rentina,"pengalaman terbaik gw selama holiday adalah staycation di deket telaga sarangan ini. view nya bagus bangett suasana nya juga tenang dan udara nya sejuk. orang-orangnya ramah, makanannya enak-enak dan harganya murah. ini tempat recommended banget buat healing sih ❤",5,01/18/2023 18:48:42,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbHJlOHl3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBlre8ywE%7CCgsIiv6gngYQ4P2BCg%7C?hl=id
"Misbahush Shurur, S.Pd.",,5,01/18/2023 13:40:24,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCNW9uaUNBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB5oniCA%7CCgwIyO2fngYQ2J761AE%7C?hl=id
Aisah Bintang Sari,"Sangat bagus masyaallah sejuk, bisa naik kuda dan kapal keren pkoknya, disana kalo musim hujan wajib bawa jas hujan",5,01/18/2023 04:24:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCeHVXU3pBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBxuWSzAE%7CCgwI8uidngYQ8LruzgM%7C?hl=id
Faiza GoldenHandGrup02,"Tempat nya bagus bgt dan sejuk, senang sekali bisa liburan ke sini duduk dipinggir telaga menikmati pemandangan alam yang sangat indah, rasanya pengen balik lagi ke sini, kayak gak ada bosen nya, apalagi pengalaman pertama naik Speedboat nagih bgt 😍😍tapi sayang waktu kesini toko"" yang jualan oleh"" dan makanan sudah banyak yang tutup padahal masih sore jam 5an",5,01/18/2023 04:22:39,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCeHFYZHh3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBxqXdxwE%7CCgwIj-idngYQyM7FrgE%7C?hl=id
sri rahayu,"Telaga yang sangat indah dan asri, destinasi yang bisa kamu kunjungi saat solo trip atau liburan bersama keluarga. Harga tiket masuknya 20rb perorang, disini ada kuliner khas yang wajib kamu cobain. Dan bagian yang mau menginap di sekitar Telaga Sarangan juga tersedia berbagai penawaran harga penginapan.",4,01/17/2023 05:00:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbXBxN2N3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBmpq7cw%7CCgwI8daYngYQqOquvQE%7C?hl=id
Nyambel Gambleh,,5,01/16/2023 21:49:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCNnNqRzFnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB6sjG1gE%7CCgsI34yXngYQuNzwUA%7C?hl=id
gunawan gunawan,,3,01/16/2023 12:38:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCaXRQRWZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBitPEfg%7CCgwIqIqVngYQoOyf9QE%7C?hl=id
Herma Saputra,"Tempat yang asri untuk berlibur, harga timer yang terjangkau, dan fasilitas yang memadai, sate kelinci wanib dicoba disisini harganya murah meriah, oleh2 dari sayuran, buah dan pakaian juga ada.",5,01/16/2023 09:05:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOHZfSjB3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB8v_J0wE%7CCgsIxqaUngYQ8Nu4Eg%7C?hl=id
LaLa,Tempatnya baguuuss banget.. serasa seperti lg di luar negeri.. perlu penambahan seperti tempat sampah di setiap sudut agar tempatnya lebih bersih lg.,5,01/16/2023 06:37:23,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOHBIVTRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB8pHU4gE%7CCgwIo-GTngYQsPuGrgI%7C?hl=id
Rizal firos Hidayatullah,,5,01/16/2023 05:10:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCOHRLVEd3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB8tKTGw%7CCgwI2riTngYQ0JPM_AE%7C?hl=id
Rayya Pen,Ada bebek 🦆,4,01/15/2023 17:41:26,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCMHJLS0Z3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0rKKFw%7CCgwIxvWQngYQyNysmQE%7C?hl=id
Muhammad Alfian,"(Diterjemahkan oleh Google) Danau itu bersarang

(Asli)
Telaga sarangan ngangeni",5,01/15/2023 13:45:23,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCa3Nyc3RnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBksrstgE%7CCgsI84aQngYQ0LmdRQ%7C?hl=id
Hann Nu,,1,01/15/2023 13:08:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCa3JTSmpRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBkrSJjQE%7CCgwIvfWPngYQ6LHOiAE%7C?hl=id
Septi Ningsih,,5,01/15/2023 08:23:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCb3AtSzBBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBop-K0AE%7CCgwI7u-OngYQuO3k3QE%7C?hl=id
Khanza Azizah,"tempat ini seruu pakek bangett, ada kuda juga + banyak penginapan, pokok nya the besttt",5,01/14/2023 12:00:52,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCdkxmUnVRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBvLfRuQE%7CCgwI9LKKngYQ-N3g5AI%7C?hl=id
Candra Setiawan,"(Diterjemahkan oleh Google) Sangat keren di mata dan hati

(Asli)
Sangat sejuk di mata dan hati",5,01/14/2023 04:49:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCM05HTmVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB3NGNeQ%7CCgsIx-iIngYQsOmbLw%7C?hl=id
Najaga Indonesia Nagara,Malam disini,5,01/14/2023 02:40:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCM0t6WVlnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB3KzYYg%7CCgwIo6yIngYQ4NiohgM%7C?hl=id
Kevin Sholiqin,Tempat yang seger seger,5,01/13/2023 13:43:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCck5MUjVRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBrNLR5QE%7CCgsI9r-FngYQyKjbIA%7C?hl=id
Hafidz Lukman Hakim,Salah satu spot piknik terbaik yang ada di kabupaten magetan,4,01/13/2023 12:36:45,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCck9Dc2tBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBrOCskAE%7CCgwI3aCFngYQ-Iey8gE%7C?hl=id
Rifky al Chulaify,lumayan buat ngadem sembari ngopi,4,01/13/2023 04:41:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCaktHakNBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBjKGjCA%7CCgwI-MGDngYQwOzB-AI%7C?hl=id
maria dewi,"(Diterjemahkan oleh Google) Keren, pemandangan bagus

(Asli)
Sejuk view bagus",5,01/12/2023 22:57:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCOUxtUVBREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB9LmQPQ%7CCgwIxaCCngYQ4N_PlAM%7C?hl=id
Soffa Daroini,,4,01/12/2023 14:35:23,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMU1IbTBRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB1MHm0QE%7CCgwIq7WAngYQoPXvhgE%7C?hl=id
Salas Endra Lasista,,5,01/12/2023 13:08:02,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCMUlTOGNBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB1IS8cA%7CCgwIsoyAngYQ-J30nAM%7C?hl=id
Denny Kris.,,5,01/12/2023 11:06:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbE1YTTl3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBlMXM9wE%7CCgsIpdP_nQYQiILMTA%7C?hl=id
Agus susilo,udara sejuk enak buat ngadem...,5,01/12/2023 09:45:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbEt5bllnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBlKynYg%7CCgwIva3_nQYQiJDt8QI%7C?hl=id
Dedy Ria Pradana,,5,01/12/2023 07:32:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCNUtPandRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB5KOjwQE%7CCgsIqu_-nQYQ-PGOFA%7C?hl=id
Layla Putri Herawati,"(Diterjemahkan oleh Google) Udaranya sangat dingin 🤩🤩🤩🤩

(Asli)
Udaranya sejuk banget 🤩🤩🤩🤩",5,01/11/2023 17:46:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCeEpTckRREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBxJSrDQ%7CCgsI9uv7nQYQgMPZSg%7C?hl=id
DENGAH DENGAH,Sejuk,4,01/11/2023 16:46:04,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCaE9PSzBnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBhOOK0gE%7CCgwIzM_7nQYQkMDjowE%7C?hl=id
Muhammad Ariyanto,Mantap👍👍👍,5,01/11/2023 07:36:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCdU03RjRBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBuM7F4AE%7CCgwIks75nQYQ2MqWpQM%7C?hl=id
Anisa Harsono,"Luar biasa indah. Sepanjang jalan gak pernah bosan buat nikmatin pemandangannya. Sejuk, saya aja sampe pake jaket double. Pulangnya ditemenin sama kabut. Tapi seru banget",5,01/10/2023 14:47:12,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcUttaHp3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBqKmhzwE%7CCgwI8PT1nQYQ4JnspgE%7C?hl=id
Win win chanel,,5,01/10/2023 04:16:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOEpPUHlRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB8JOPyQE%7CCgsIus3znQYQoNq1SQ%7C?hl=id
Chamim Nita,wisata alam,5,01/09/2023 21:59:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCc05hTWFBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBsNaMaA%7CCgsItpzynQYQwID2JQ%7C?hl=id
Fenita Shoviantari,"Ini kedua kalinya kesana..
Naik kuda 75ribu.
Naik speedboat 75ribu..",5,01/09/2023 20:22:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMFB2bzlnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0Pvo9gE%7CCgsI6O7xnQYQ6In1Og%7C?hl=id
TAMAMUR RIDLO,"Pemandangannya bagus, hawanya sejuk, enak buat liburan keluarga",5,01/09/2023 19:10:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCMElxQll3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0IqBYw%7CCgwIus3xnQYQiL6qoQI%7C?hl=id
Rony Kapisa,Minggu cukup ramai,3,01/09/2023 14:26:04,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCNEt1SlBBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB4KuJPA%7CCgwI_MfwnQYQsNrPwwI%7C?hl=id
Sahabat Ali,Healing Nimas 94 seruuuuu,5,01/09/2023 09:54:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCb1BXX25BRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBoPW_nAE%7CCgwI48jvnQYQoJO1ugM%7C?hl=id
Kang Ojol,Ntap👍👍,5,01/09/2023 05:12:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCd0tPcHZBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBwKOpvAE%7CCgwIvMTunQYQoJjVmQE%7C?hl=id
Agustini Wulansari,Sangat membantu maps nya,5,01/09/2023 01:32:51,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCd09TWDFRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBwOSX1QE%7CCgwIw93tnQYQ4IHuogM%7C?hl=id
Fitris Winariyanto,Sangat Memukau tempat wisata telaga sarangan ini Pokoknya mantap dech... 👍👍👍👍,5,01/08/2023 12:57:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdjRMaEhBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBv4LhHA%7CCgwIr_vqnQYQwK_PjgE%7C?hl=id
budi almachzumi,,5,01/08/2023 06:46:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCbjQtNkxREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBn4-6LQ%7CCgsIsc3pnQYQ0J7KOQ%7C?hl=id
octa viankha,"ga sia sia november kemaren liburan ke Telaga Sarangan, karena udara di sana sangat sejuk dan pemandangannya yang indah banget. next time kalo liburan sekolah mau ke Telaga Sarangan lagi🌬️",5,01/08/2023 04:04:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCbjU3WE5nEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBn57XNg%7CCgwI4oHpnQYQ8OGavAM%7C?hl=id
untung kurniadi,"(Diterjemahkan oleh Google) Suka

(Asli)
Sukaaa",5,01/07/2023 14:33:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCejU2WnJBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBz56ZrAE%7CCgsI1oXmnQYQoLWkNw%7C?hl=id
indra saputra,Adem...🥶,4,01/07/2023 10:44:53,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCajRIOHV3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBj4H8uwE%7CCgwIpZrlnQYQ8Iz8iQM%7C?hl=id
Bah Roni,,4,01/06/2023 19:51:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCMS1tOGV3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB1-m8ew%7CCgwIx_fhnQYQ8NSPzwM%7C?hl=id
M. Fuad Q. Alam,"Will be more looks serene if you can come in off season.

(Diterjemahkan oleh Google)
Akan lebih terlihat tenang jika Anda bisa datang di luar musim.",4,01/06/2023 11:23:22,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCNTd5bVlREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB57ymYQ%7CCgsIqongnQYQ8MW-Sg%7C?hl=id
M robith Hakim,,5,01/06/2023 09:59:06,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcDhfS3pRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBp8_KzQE%7CCgsI6uHfnQYQ4OyFUA%7C?hl=id
ADI PUJIANTO,Menyenangkan,5,01/06/2023 04:11:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCeDVlRWpBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBx5eEjAE%7CCgwI3r7enQYQoInJ7wI%7C?hl=id
Yudhi Gunawan,Udaranya sejuk dengan alam pegunungan...,4,01/05/2023 14:09:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdTVQQVdBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBu5PAWA%7CCgwIhLTbnQYQiKu6hQE%7C?hl=id
menur pusporani,,4,01/05/2023 14:06:59,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCdTZPUDRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBu6OP4gE%7CCgsIg7PbnQYQ-KaKcQ%7C?hl=id
ana aprilia,"Salah satu destinasi di perbatasan karanganyar-magetan, Tempatnya baguss , berkabut, dingin ,, untuk anak-anak wajib bawa jaket yg tebal...",5,01/05/2023 13:15:42,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdTdId0N3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBu7HwCw%7CCgwI_prbnQYQ8LbYwAE%7C?hl=id
Windarti Win,"Wow
Indahh sekali pemandangannya..apalagi waktu pagi- siang pas cuaca cerah..kemarin disana dari malam sampai siang..jadi pengen berlama² lagi.dengan sekeliling pegunungan serta hutan yg masih asri,ditambah kabut yg bikin makin syahduu..apalagi ad speed boat..pacu adrenalin bangettt..",5,01/05/2023 11:51:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdV9TakVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBu_SjEQ%7CCgwIz_PanQYQiJfIwgM%7C?hl=id
sms farm,"Sebenarnya tempat asyik, sejuk, makanan harga masih masuk akal, misal : sate cuma 12rb per 10 tusuk, yg jadi masalah,,, menginap 2 kali disana susah TIDUR, karena berisik KARAOKE, tidak semua orang pengen ""dugem"" nyanyi, krn disana tempat segar cocoknya untuk tempat rilek, misal pengen karaoke pake ruangan kedap, biar tdk ganggu, sama sama jalan, jangan egois",3,01/05/2023 04:08:48,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCbTlXNkZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBm9W6Fg%7CCgsI0JrZnQYQqOqlQw%7C?hl=id
Kinarya Transport Rental dan Sewa Mobil Jogja,Monggo yang mau refreshing sejenak menghilangkan kepenatan rutinitas harian. Recomemded banget buat yang senang cari tempat dingin.,5,01/05/2023 00:49:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCbTdqZ09nEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBm7jgOg%7CCgwIn73YnQYQkL_vrQE%7C?hl=id
heru prabawa,Nyaman dan Asri. Cocok untuk berlibur bersama keluarga.,4,01/04/2023 07:24:32,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaTdDQTlnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBi7CA9gE%7CCgwIsNPUnQYQkM372QM%7C?hl=id
Fatikhaturrokhimah,"Hawa sejuk, cocok untuk healing. Dateng sebaiknya pas masih pagi, agar tidak terlalu ramai dan udara masih dingin",5,01/04/2023 05:43:20,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCODkyRFdBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB892DWA%7CCgsI-KPUnQYQ2JCuZA%7C?hl=id
wahyu dwi,Sayang di tahun baru tempat parkir penuh jadi gak bisa masuk,5,01/04/2023 05:08:51,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCODhYYUF3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB88XaAw%7CCgsI45PUnQYQkJ3ecQ%7C?hl=id
Yuli Eko Saputra,Meskipun saya baru sekali mengunjungi tempat ini tapi kesan yang luar biasa terasa sampai saat ini.,5,01/04/2023 03:48:12,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCODViTnJBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB85bNrAE%7CCgwI_O3TnQYQ-Pac6gI%7C?hl=id
